15258;0
15259;888
15260;478
15262;626
15263;886
15264;855
15266;788
15271;535
15272;449
15275;247
15276;1528
15279;500
15280;668
15281;240
15285;157
15291;62
15293;189
15296;535
15297;2242.2310
15302;365
15303;752
15320;738
15358;740
15367;165
15381;571
15386;1900
15387;165
15388;2839
15393;645
15586;13000
15599;3000
